,date,agency,state,document_type,title,report_link,eis_number,federal_register_date,contact_name,comment_due_review_date,contact_phone,amended_notice_date,amended_notice,supplemental_info,website,comment_letter_date,rating,num_files,list_of_links
187,11/09/2006,USFS,WA,Draft EIS,"Natapoc Ridge Restoration Project, To Improve Forest Health and Sustainability, and Reduce Wildfire and Hazardous Fuels, Wenatchee River Ranger District, Okanogan-Wenatchee National Forest, Chelan County, WA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/0F8406D48E0FA54B85257BEB001BA772,20060452,11/09/2006,Steve Willet,12/26/2006,509-548-6977,,, ,,12/21/2006,LO,0.0,
188,11/09/2006,USFS,Multi,Final EIS,"Custer National Forest Weed Management, To Implement Specific Invasive Weed Treatments, Carbon, Stillwater, Sweetgrass, Park, Powder River, Rosebud and Carter Counties, MT and Harding County, SD",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/01086AC5811687E285257BEB001BA78A,20060458,11/09/2006,Kim Reid,12/11/2006,406-657-6205 Ext 233,,, ,,12/06/2006,,0.0,
189,11/09/2006,USFS,MT,Draft Supplement,"Northeast Yaak Project, Additional Documentation of Cumulative Effects Analysis, Proposed Harvest to Reduce Fuels in Old Growth, Implementation, Kootena National Forest, Three Rivers Ranger District, Lincoln County, MT",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/9F065386C411BE4B85257BEB001BA79B,20060464,11/09/2006,Eric Dickinson,12/26/2006,406-295-4693,,, ,,12/06/2006,EC2,0.0,
190,11/09/2006,USFWS,CA,Final EIS,"Orange County Southern Subregion Habitat Conservation Plan (HCP), Implementation, Application for and Incidental Take Permit, Orange County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/17579497456B6BC985257BEB001BA77D,20060454,11/09/2006,Vicki Campbell,12/11/2006,916-414-6464,,, ,,12/11/2006,,0.0,
191,11/09/2006,USN,FL,Draft EIS,"Boca Chica Field, Restoration of Clear Zones and Stormwater Drainage Systems, Implementation,  Naval Air Station (NAS) Key West, Monroe County, FL",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/9E9F961AFD84E0D085257BEB001BA793,20060461,11/09/2006,Agnes Peters,01/08/2007,703-604-5421,,, ,,01/06/2007,EC2,0.0,
192,11/09/2006,WAPA,AZ,Draft EIS,"San Luis Rio Colorado Project, Construct, Operate, Maintain, and Connect a Double-Circuited 500,000-volt Electric Transmission Line, Right-of-Way Grant and Presidential Permit, (DOE/EIS-0395) Yuma County, AZ",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/43FBFF64811F33D085257BEB001BA77F,20060455,11/09/2006,Mark J. Wieringa,01/10/2007,720-962-7263,01/05/2007,"Revision of FR Notice Published in 11/09/2006:  Extending Comment Period from 
12/26/2006 to 01/10/2007", ,,01/05/2007,LO,0.0,
193,11/03/2006,USACE,CA,Draft EIS,"San Luis  Rey Flood Control Project, Operation and Maintenance of the Vegetation and Sediment Management, from College Blvd to the Pacific Ocean, San Diego County, CA ",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/AE34424BBC66AC2185257BEB001BA760,20060444,11/03/2006,Tiffany Kayama,12/18/2006,213-452-3845,,, ,,12/18/2006,EC2,0.0,
194,11/03/2006,USCG,MA,Final EIS,"Neptune Liquefied Natural Gas (LNG), Construction and Operation, Deepwater Port License Application, (Docket Number USCG-2004-22611) Massachusetts Bay, Gloucester and Boston, MA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/5F99A770D65B92C385257BEB001BA771,20060451,11/03/2006,Mark Prescott,12/04/2006,202-267-0225,,, ,,12/04/2006,,0.0,
195,11/03/2006,USFS,AK,Draft EIS,"Baht Timber Sale Project, Proposes to Harvest Timber and Temporary Road Construction on Zarembo Island, Wrangell Ranger District, Tongass National Forest, AK",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/30C46973B8CBBA8F85257BEB001BA75D,20060443,11/03/2006,Linda Christian,12/18/2006,907-874-7555,,, ,,12/18/2006,EC2,0.0,
196,11/03/2006,USFS,ID,Draft EIS,"Salmon-Challis National Forest, Lost River/Lemhi Grazing Allotments, To Improve Range Condition and Trend, Lost River and Challis Ranger Districts, Salmon-Challis National Forest, Butte, Clark, Custer and Lemhi Counties, ID",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/5361D4EFAEC67CF685257BEB001BA76C,20060449,11/03/2006,Karry Krieger,02/02/2007,208-756-5102,12/15/2006,"Revision to FR Notice Published 11/03/2006:  Extending Comment Period from 
12/18/2006 to 02/02/2007", ,,02/02/2007,EC2,0.0,
197,10/27/2006,USCG,MA,Final EIS,"Northeast Gateway Deepwater Port License Application to Import Liquefied Natural Gas (LNG) (USCG-2005-22219), Massachusetts Bay, City of Gloucester, MA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/FE9132B81B5A0B6085257BEB001BA75B,20060441,10/27/2006,Roddy Bachman,11/27/2006,202-372-1451,,, ,,11/22/2006,,0.0,
198,10/27/2006,USFS,CA,Final Supplement,"Rock Creek Recreational Trails Project, Updated Information on Habitat Status and Population Trend for the Pacific Deer Herd, Implementation, Eldorado National Forest, Eldorado County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/A32E594B49376C4385257BEB001BA758,20060439,10/27/2006,Laura Hierholzer,11/27/2006,530-642-5187,,, ,,12/06/2006,,0.0,
199,10/27/2006,VA,CA,Draft EIS,"Fort Rosecrans National Cemetery Annex,  Construction and Operation, Located at Marine Corps Air Station (MCAS) Miramar, Point Loma, San Diego County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/3F7B947C7BD1263F85257BEB001BA756,20060438,10/27/2006,Hiphil Clemente,12/11/2006,619-532-3781,,, ,,12/11/2006,EC2,0.0,
200,10/20/2006,USAF,NM,Final EIS,"New Mexico Training Initiative, Proposal to Modify the Training Airspace New Cannon Air Force Base (AFB), NM, ",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/0363BB124D26D80185257BEB001BA737,20060429,10/20/2006,Jack C. Bush,11/20/2006,703-604-5264,,, ,,11/17/2006,,0.0,
201,10/20/2006,USFS,CA,Final EIS,"Kings River Project, Proposal to Restore Historical Pre-1850 Forest Conditions, Implementation, High Sierra Ranger District, Sierra National Forest, Fresno County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/7FAC139C6CD9FA8185257BEB001BA72F,20060425,10/20/2006,Ray Porter,11/20/2006,559-855-5355,,, ,,11/20/2006,,0.0,
202,10/20/2006,USFS,Multi,Final EIS,"North Zone Range 05 Project, Reauthorizing Livestock Grazing on Eight Existing Allotments, Black Hill National Forest, Bearlodge and Northern  Hills Ranger Districts, Crook County, WY and Lawrence County, SD",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/88AF0AA44A57485885257BEB001BA732,20060426,10/20/2006,Alice Allen,11/20/2006,605-673-4853,,, ,,11/27/2006,,0.0,
203,10/20/2006,USFS,AK,Draft Supplement,"Kenai Winter Access Project, Updated Information on New Alternative,  Develop a Winter Access Management Plan for 2006/2007 Winter Season, Implementation, Seward Ranger District, Chugach National Forest, Located on the Kenai Peninsula in Southcentral, AK",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/D65D2DC0045C50FF85257BEB001BA74D,20060434,10/20/2006,Sharon Randall,12/18/2006,907-743-9497,12/01/2006,"Revision to FR Notice Published on 10/20/2006:  Extending Comment Period from 
12/04/2006 to12/18/2006", ,,12/18/2006,LO,0.0,
204,10/20/2006,USFS,OR,Final EIS,"Blue Mountain Land Exchange - Oregon Project, Proposed Exchange of Federal and Non-Federal Lands, Malheur, Umatilla, and Wallowa-Whitman National Forests, Baker, Grant, Morrow, Umatilla, Union and Wallowa Counties, OR",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/D5D3C6B2F695493685257BEB001BA71B,20060421,10/20/2006,Alicia Glassford,11/20/2006,541-426-5689,,, ,,11/17/2006,,0.0,
205,10/20/2006,USFS,IN,Draft Supplement,"German Ridge Restoration Project, New Information on 2006 Land and Resource Management Plan and on the Inadequate Effects Analysis, Implementation, Hoosier National Forest, Tell City Ranger District, Perry County, IN",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/E86E527B3E90B58885257BEB001BA718,20060420,10/20/2006,Ron Ellis,12/04/2006,812-276-4733,,, ,,11/29/2006,EC2,0.0,
206,10/13/2006,USACE,Multi,Draft Supplement,"PROGRAMMATIC - Fort Bliss Texas and New Mexico Mission and Master Plan, To Modify Current Land Use, EL Paso, TX  and Dona Ana and Otero Counties, NM",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/984AD9EBB103247B85257BEB001BA705,20060411,10/13/2006,John Barrera,12/12/2006,915-568-3908,,, ,,12/01/2006,LO,0.0,
207,10/13/2006,USFS,UT,Final EIS,"Lake Project, Proposal to Maintain Vegetative Diversity and Recover Economic Value of Dead, Dying and High Risk to Mortality Trees, Manti-La Sal National Forest, Ferron/Price Ranger District, Emery and Sanpete Counties, UT",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/1A05FC94EFE51F6D85257BEB001BA700,20060409,10/13/2006,Diane Cote,11/16/2006,435-636-3320,,, ,,12/18/2006,,0.0,
208,10/13/2006,USFS,Multi,Final EIS,"Wasatch-Cache National Forest Noxious Weed Treatment Program, Proposes to Treat Noxious Weeds 1.2 Million Acres of Wilderness and Non-Wilderness Areas, several counties, UT and Uinta County, WY",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/DDBF541B28DBC0F585257BEB001BA703,20060410,10/13/2006,Mike Duncan,11/16/2006,801-236-3415,,, ,,11/20/2006,,0.0,
209,10/06/2006,USCG,Multi,Final EIS,"PROGRAMMATIC - Implementation of the U.S. Coast Guard Nationwide Automatic Identification System Project, Providing Vessel Identification, Tracking and Information Exchange Capabilities to Support National Maritime Interests,",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/F6390575636B33A285257BEB001BA6F8,20060405,10/06/2006,Keith Ingalsbe,11/06/2006,202-475-3120,,, ,,06/12/2007,,0.0,
210,10/06/2006,USFS,CA,Final EIS,"Freeman Project, Reduce Hazardous Fuel and Improving Forest Health, Implementation, Lake Recreation Area, Beckworth Ranger District, Plumas National Forest, Plumas County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/1D416C6C0B45951E85257BEB001BA6F5,20060403,10/06/2006,Sabrina Stalder,11/06/2006,530-836-7141,,, ,,11/03/2006,,0.0,
211,10/06/2006,USFS,UT,Final EIS,"Upper Strawberry Allotments Grazing, Authorize Liverstock Grazing, Heber Ranger District, Uinta National Forest, Wasatch County, UT",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/DAA31E61C7EBCD7685257BEB001BA6E9,20060398,10/06/2006,Pam Jarnecke,11/06/2006,775 -635-4144,,, ,,11/20/2006,,0.0,
212,10/06/2006,USFWS,AK,Final EIS,"Kodiak National Wildlife Refuge, Draft Revised Comprehensive Conservation Plan, Implementation, AK",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/D7DE3C3DC3DC185785257BEB001BA6F7,20060404,10/06/2006,Mikel R. Haase,12/15/2006,907-786-3402,11/17/2006,"Revision of FR Notice Published on 10/06/2006: CEQ Wait Period Ending 
11/06/2006 has been Extended to 12//15/2006.", ,,10/24/2006,,0.0,
213,09/29/2006,USFS,CA,Final EIS,"Slapjack Project,  Protect Rural Communities from Fire Hazards by Constructing Defensible Fuel Profile Zones (DFPZS), Feather River Ranger District, Plumas National Forest, Butte and Yuba Counties, CA ",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/5972BB2D7CF1AD7785257BEB001BA6CB,20060389,09/29/2006,Susan Joyce,10/30/2006,530-534-6500,,, ,,11/02/2006,,0.0,
214,09/29/2006,USFS,UT,Final EIS,"West Fork Blacks Fork Allotment Management Plan, Proposes to Authorize Continued Livestock Grazing, Township 1 North, Range 11 East, Salt Lake Principle Meridan, Evanston Ranger District, Wasatch-Cache National Forest, Summit County, UT ",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/9D9A98C626FF92A285257BEB001BA6C6,20060387,09/29/2006,Amy Barker,10/30/2006,307-789-3194,,, ,,10/30/2006,,0.0,
215,09/22/2006,USACE,WV,Final EIS,"Spruce No. 1 Mine, Construction and Operation, Mining for 2.73 Million Ton of Bituminous Coal, NPDES Permit and US Army COE Section 404 Permit, Logan County, WV",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/FA08C4CD377DBF1B85257BEB001BA6BC,20060385,09/22/2006,Teresa Spagna,10/23/2006,304-399-5710,,, ,,10/23/2006,,3.0,http://yosemite.epa.gov/oeca/webeis.nsf/%28PDFView%29/20060385/%24file/20060385.PDF http://yosemite.epa.gov/oeca/webeis.nsf/http%3A//www.epa.gov/epahome/pdf.html http://yosemite.epa.gov/oeca/webeis.nsf/http%3A//www.epa.gov/compliance/contact/nepa.html%23commentform
216,09/22/2006,USFS,WI,Final Supplement,"Northwest Howell Vegetation Management Project, New Information to Address Inadequate Disclosure of the Cumulative Effects Analysis for Six Animal and Two Plant  Species, Eagle River-Florence Ranger District, Chequamegon-Nicole National Forest, Florence and Forest Counties, WI",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/01DF625A51EEF64685257BEB001BA6C2,20060386,09/22/2006,Brian Quinn,10/23/2006,715-762-5176,,, ,,10/19/2006,,0.0,
217,09/22/2006,USFS,WV,Final EIS,"PROGRAMMATIC  - Monongahela National Forest Plan Revision, Proposes to Revise Land and Resource Management Plan, Barbour, Grant, Greebrier, Nicholas, Pendleton, Pocahontab, Preston, Randolph, Tucker and Webster Counties, WV",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/77B61C277325D1ED85257BEB001BA6B2,20060381,09/22/2006,Anita Kelley,10/23/2006,304-636-1800 Ext. 324,,, ,,10/23/2006,,0.0,
218,09/22/2006,USFS,CO,Draft EIS,"Robin Redbreast Unpatented Lode Claim Mining Plan of Operations, Implementation, US Army COE Section 404 Permit, Located above the Middle Fork of the Cimarron River within the Uncompahgre Wilderness, Ouray Ranger District, Grand Mesa, Uncompahgre and Gunnison National Forests, Hinsdale County, CO",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/CD54268AF5F72A2385257BEB001BA6B1,20060380,09/22/2006,Jeff Burch,11/06/2006,970-874-6649,,, ,,12/07/2006,EC2,0.0,
219,09/15/2006,USFS,WI,Final Supplement,"McCaslin Project, Vegetation Management Activities that are Consistent with Direction in the Nicolet Forest Plan, New Information to Address Inadequate Disclosure of the Cumulative Effect Analysis for Six Animal and Eight Plant Species, Lakewood/Lasna District, Chequamegaon-Nicolet National Forest, Oconto and Forest Counties, WI",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/764702A7F6E1EF5485257BEB001BA699,20060370,09/15/2006,Brian Quinn,10/16/2006,715-762-5176,,, ,,10/16/2006,,0.0,
220,09/15/2006,USFS,CO,Draft EIS,"Bull Mountain Natural Gas Pipeline, Construct, Operate and Maintain Natural Gas Pipeline, Issuance of  Right-of-Way Grant and Temporary Use Area Permits, Gunnison, Delta, Mesa, Garfield Counties, CO",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/98FBC1FB1C103D5185257BEB001BA6A1,20060374,09/15/2006,Bill Jackson,11/13/2006,970-963-2266,,,"US DOA, AFS and US DOI, BLM are Joint Lead Agencies for the above project.",,11/07/2006,EC2,0.0,
221,09/08/2006,USFWS,IL,Final EIS,"Crab Orchard National Wildlife Refuge Comprehensive Conservation Plan (CCP), Implementation, Williamson, Jackson and Unicon Counties, IL",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/40DEEA661DC8295185257BEB001BA68D,20060363,09/08/2006,Dan Frisk,10/09/2006,618-997-3344,,, ,,09/20/2006,,0.0,
222,09/01/2006,USACE,CA,Draft EIS,"Berth 97-109 Container Terminal Project, Proposed New Wharves, Dredging Backlands Development , Improvements to the Terminal Entrance, and  Bridges Connecting Berths 97-109 with Berths 121-131, Port of Los Angeles, Los Angeles, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/B4378A6E4C08288085257BEB001BA667,20060352,09/01/2006,Dr. Aaron O. Allen,10/16/2006,805-5858-2140,,, ,,10/16/2006,EC2,0.0,
223,09/01/2006,USFS,CA,Draft EIS,"Lake Davis Pike Eradication Project, To Eradicate Pike  and Re-Establish Trout Fishery in the Tributaries, Special-Use- Permit, Plumas National Forest, Plumas County, CA  ",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/2D54CC3BAAB31BD785257BEB001BA682,20060358,09/01/2006,Angela Dillingham,10/16/2006,530-283-7761,,, ,,10/25/2006,EC2,0.0,
224,09/01/2006,USFS,CA,Draft Supplement,"Watdog Project, Additional Analysis to Supplement Information, Feather River Ranger District, Plumas National Forest, Butte and Plumas Counties, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/51A6EDB89180691B85257BEB001BA683,20060359,09/01/2006,Susan Joyce,10/16/2006,530-534-6500,,, ,,10/16/2006,EC2,0.0,
225,09/01/2006,USFS,WA,Draft EIS,"Gifford-Pinchot National Forest and Columbia River Gorge National Scenic Area (Washington Portion) Site-Specific Invasive Plant Treatment Project, Implementation, Skamania, Cowlitz, Lewis, Clark, Klickitat Counties, WA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/CE16C2AF8CDACEE185257BEB001BA688,20060360,09/01/2006,Carol A. Chandler ,11/22/2006,541-360-5100,10/27/2006,"Revision of FR Notice Published 09/01/2006:  Extending Comment Period from 
10/16/2006 to 11/22/2006", ,,09/13/2006,LO,0.0,
226,08/25/2006,USFS,AZ,Final EIS,"Deep Lake Allotment Project, Proposes to Re-authorize Grazing, Mormon Lake Ranger District, Coconino National District, Coconino County, AZ ",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/19B8A8B1AB82C07585257BEB001BA650,20060344,08/25/2006,Katherine Sanchez Meador,09/25/2006,928-526-0866,,, ,,08/10/2006,,0.0,
227,08/25/2006,USFS,WA,Draft EIS,"Buckhorn Access Project, To Utilize the Marias Creek Route to Construct and Reconstruct Roads, Funding, NPDES Permit and US Army COE Section 404 Permit, Okanogan and Wenatchee National Forests, Tonasket Ranger District, Okanogan County, WA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/A5BFF1370CFFB43585257BEB001BA653,20060345,08/25/2006,Jan Flatten,10/10/2006,509-826-3277,,, ,,10/16/2006,EC2,0.0,
228,08/25/2006,USFWS,CA,Final EIS,"San Diego Bay National Wildlife Refuge Comprehensive Conservation Plan, Implementation, Sweetwater Marsh and South San Diego Bay Units, San Diego County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/AEB550AE3F8A8F0F85257BEB001BA656,20060346,08/25/2006,Victoria Touchstone,09/25/2006,760-431-9440x349,,, ,,09/25/2006,,0.0,
229,08/18/2006,USACE,FL,Draft Supplement,"Lake Okeechobee Regulation Schedule Study, Updated Information on Operational Changes to the Current Water Control Plan, Caloosahatchee and St. Lucie River Estuaries, Lake Okeechobee, FL",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/740940592104F25085257BEB001BA63F,20060337,08/18/2006,Yvonne Haberer,10/16/2006,904-232-1701,09/29/2006,"Revision of FR  Notice Published 08/18/2006:  Extend Comment Period from 
10/02/2006 to 10/16/2006", ,,09/28/2006,EC1,0.0,
230,08/18/2006,USFS,Multi,Draft EIS,"Custer National Forest Weed Management, To Implement Specific Invasive Weed Treatments, Carbon, Stillwater, Sweetgrass, Park, Powder River, Rosebud and Carter Counties, MT and Harding County, SD",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/39AC80A57FA80B0E85257BEB001BA646,20060340,08/18/2006,Kim Reid,10/02/2006,406-657-6205 x233,,, ,,09/25/2006,LO,0.0,
231,08/18/2006,USFS,ID,Final EIS,"Three Basins Timber Sale Project, Proposal to Treat 760 Acres of Mature Forest, Implementation, Caribou-Targhee National Forest, Montpellier Ranger District, Bearlake and Caribou Counties, ID",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/D2D9729DE84F97B085257BEB001BA649,20060341,08/18/2006,Robbin Redman,09/18/2006,208-557-5821,,, ,,09/18/2006,,0.0,
232,08/18/2006,WAPA,SD,Draft EIS,"White Wind Farm Project, Construct a Large Utility-Scale Wind-Powered Electric Energy Generating Facility, Sherman Township, Brookings County, SD",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/5F3970E1AA779D0C85257BEB001BA64E,20060343,08/18/2006,Mark Wieringa,10/02/2006,720-962-7448,,, ,,10/03/2006,LO,0.0,
233,08/11/2006,USAF,Multi,Final Supplement,"Realistic Bomber Training Initiative, Addresses Impacts of Wake Vortices on Surface Structures, Dyess Air Force Base, TX and Barksdale Air Force Base, LA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/F3333D0ECDA1FAAD85257BEB001BA637,20060334,08/11/2006,Sheryl Parker,09/11/2006,757-764-9334,,, ,,09/08/2006,,0.0,
234,08/11/2006,USFS,CA,Final Supplement,"Empire Vegetation Management Project, Additional Information to Clarify Previous Analysis, Vegetation, Fire/Fuels/Air Quality, Wildlife, Watershed, and Botanical Resource/Noxious Weeds, Mount Hough Ranger District, Plumas National Forest, Plumas County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/DA08675EA55C109885257BEB001BA622,20060327,08/11/2006,Gary Rotta,09/11/2006,530-283-0555,,, ,,08/18/2006,,0.0,
235,08/04/2006,USFS,CA,Draft EIS,"Diamond Vegetation Management Project, To Shift Existing Conditions Toward Desired Future Conditions, MT. Hough Ranger District, Plumas National Forest, Plumas County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/1E276023FBF5194D85257BEB001BA610,20060321,08/04/2006,Merri Carol Martens,09/18/2006,530-283-7689,,, ,,09/20/2006,EC2,0.0,
236,08/04/2006,USFS,MT,Draft EIS,"Cabin Gulch Vegetation Treatment Project, Restore Fire-Adapted Ecosystems., Reduce Hazardous Fuels,  and Water Quality Tributaries to Deep Creek, Helena National Forest, Townsend Ranger District, Broadwater County, MT",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/246A50B54304B4D985257BEB001BA61B,20060324,08/04/2006,Sharon Scott,09/18/2006,406-449-5490,,, ,,09/15/2006,EC2,0.0,
237,08/04/2006,USFS,AK,Draft EIS,"Scratchings Timber Sale Project, Timber Harvest up to Approximately 42 Million Board Feet, Suemez Island, Craig Ranger District, Tongass National Forest, AK",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/8C36FF4DDFE823C785257BEB001BA617,20060323,08/04/2006,Dennis Sylvia,09/18/2006,907-828-3226,,, ,,09/18/2006,EC2,0.0,
238,08/04/2006,USFS,CA,Draft EIS,"Antelope-Pardee 500kV Transmission Project, Construct, Operate and Maintain a New 25.6 mile 500kV Transmission Line, Right-of-Way Permit and Special Use Authorization, Angeles National Forest, Los Angeles County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/E9CE634A043CD3DF85257BEB001BA602,20060315,08/04/2006,Marian Kadota,10/03/2006,805-961-5732,09/22/2006,"Revision of FR Notice Published 08/04/2006:  Extended Comment Period from 
09/18/2006 to 10/03/2006", ,,10/03/2006,EC2,0.0,
239,08/04/2006,USFWS,CA,Final EIS,"Bair Island Restoration and Management Plan, Tidal Action Restoration, Don Edwards San Francisco Bay National Wildlife Refuge, Bair Island State Ecological Reserve, South San Francisco Bay, San Mateo County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/EB5F23811E1C023785257BEB001BA5FE,20060314,08/04/2006,Clyde Morris,09/04/2006,510-792-0222,,, ,,09/01/2006,,0.0,
240,07/28/2006,USFS,ID,Final EIS,"Clear Prong Project, Timber Harvest, Temporary Road Construction, Road Maintenance, Road Decommissioning, Thinning of Sub-Merchantable Tree, and Prescribed Fire, Boise National Forest, Cascade Ranger District, Valley County, ID",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/5241ACCC3DB7D07185257BEB001BA5ED,20060304,07/28/2006,Keith Dimmett,08/28/2006,208-382-7400,,, ,,08/28/2006,,0.0,
241,07/28/2006,USFS,CO,Draft EIS,"White River National Forest Travel Management Plan, To Accommodate and Balance Transportation Needs, Implementation, Eagle, Garfield, Gunnison, Mesa, Moffat, Pitkin, Rio Blanco, Routt and Summit Counties, CO",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/C3D8C0D9FF4C3A3685257BEB001BA5E4,20060300,07/28/2006,Wendy Haskins,10/25/2006,970-945-3303,,, ,,10/26/2006,EC2,0.0,
242,07/28/2006,USFS,CA,Draft EIS,"SPI Road Project, Construction of an Access Road Across National Forest Land, Special Use Permit, Six Rivers National Forest, Lower Trinity Ranger District, Trinity County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/F5F2129E3B96314785257BEB001BA5FA,20060312,07/28/2006,Katherine Worn,01/08/2007,707-441-3561,11/24/2006,"Revision to FR Notice Published 07/28/2006  Reopening Comment Period from 
09/11/2006 to 01/08/2007", ,,09/08/2006,EC2,0.0,
243,07/21/2006,USFS,CA,Draft EIS,"South Yuba Canal Maintenance Project, Hazardous Trees Removal, Implementation, Tahoe National Forest, Nevada County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/0EB43AB823A672E085257BEB001BA5D9,20060296,07/21/2006,Dennis W. Stevens,09/05/2006,530-478-6253,,, ,,09/05/2006,EC2,0.0,
244,07/21/2006,USFS,CO,Draft EIS,"Arapahoe Basin 2006 Improvement Plan, Enhancing the Recreational Experience Addressing Lifts, Parking, and Terrain Network, Montezuma Bowl, Implementation, US Army COE 404 Permit, White River National Forest, Summit County, CO",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/0C4C7ED67D4E579885257BEB001BA5DF,20060298,07/21/2006,Peech Keller,09/05/2006,970-468-5400,,, ,,10/24/2006,EC2,0.0,
245,07/21/2006,USFS,CA,Draft Supplement,"Rock Creek Recreational Trails Project, Updated Information on Habitat Status and Population Trend for the Pacific Deer Herd, Implementation, Eldorado National Forest, Eldorado County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/7EAB75A6186C8C6F85257BEB001BA5D5,20060294,07/21/2006,Charis Parker,09/05/2006,530-333-4312,,, ,,07/18/2006,LO,0.0,
246,07/21/2006,USFWS,Multi,Final EIS,"Upper Mississippi River National Wildlife and Fish Refuge, Comprehensive Conservation Plan, A New Alternative E:  Modified Wildlife and Integrated Public Use, Implementation, MN, WI, Il and IA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/325B1A4F735208CA85257BEB001BA5D4,20060293,07/21/2006,Don Hultman,08/21/2006,507-452-4232,,, ,"http://www.fws.gov/midwest/planning/UpperMiss/FinalEIS.html
http://www.fws.gov/midwest/planning/UpperMiss/FinalEIS.html",08/21/2006,,0.0,
247,07/21/2006,USFWS,CA,Draft EIS,"Orange County Southern Subregion Habitat Conservation Plan (HCP), Implementation, Application for and Incidental Take Permit, Orange County, CA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/7A9594DF3F76041385257BEB001BA5D1,20060292,07/21/2006,Karen Goebel ,09/18/2006,760-431-9440,,, ,,09/18/2006,EC2,0.0,
248,07/14/2006,USFS,WA,Final EIS,"School Fire Salvage Recovery Project, Salvage Harvest Fire-Killed (dead) and Fire-Damaged (dying) Trees, Implementation, Pomeroy Ranger District, Umatilla National Forest, Columbia and Garfield Counties, WA",http://yosemite.epa.gov/oeca/webeis.nsf/EIS01/BFB0944C6264213685257BEB001BA5CB,20060289,07/14/2006,Dean Millett,08/14/2006,509-843-1891,,, ,,06/12/2006,,0.0,
